,title,price,link
316,"MSI Stealth 14 AI Studio, Intel Core Ultra 7 155H, Built-in AI,36CM 2.8K OLED 120Hz Gaming Laptop(32GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4070, GDDR6 8GB /Star Blue/1.7Kg), A1VGG-054IN  ","2,29,990",https://www.amazon.in//MSI-Stealth-Windows-GeForce-A1VGG-054IN/dp/B0CV5CSRL2/ref=sr_1_297?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.cT0FAdlpiA9Jamh0tHMlhUpXjBif_q0AT75-_crusu7pWEFeQIzmnvvkotPGA-zQs6VxCvlRsrdp8thsfJYMYqHtcI16tQIJuX1EqCBxlowY-dTP5-AF7lpqLF0bn8Xh2B3NAI0R5yBrV31HSc6PhlrHla4vBXyH-vqAQf2qAqfPhYGJIXTMET--F7GhBFylFJ6ytRz9DykOzVozcpj5vvufRqo2T2NaYagOppLMMCo.tPJMhIomx4OfdZceWaSab05XIHRg9s_-Ax8tk_aRbjU&dib_tag=se&keywords=laptop&qid=1719413065&sprefix=laptop%2Caps%2C243&sr=8-297
317,"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 6800H 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (8GB/512GB SSD/Win11/Office/NVIDIA RTX 3050 4GB/RGB Keyboard/Alexa/3 Month Game Pass/Onyx Grey/2.32Kg), 82SB00V5IN  ","62,990",https://www.amazon.in//Lenovo-IdeaPad-39-62cm-Keyboard-82SB00V5IN/dp/B0CGV5JRSK/ref=sr_1_298?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.cT0FAdlpiA9Jamh0tHMlhUpXjBif_q0AT75-_crusu7pWEFeQIzmnvvkotPGA-zQs6VxCvlRsrdp8thsfJYMYqHtcI16tQIJuX1EqCBxlowY-dTP5-AF7lpqLF0bn8Xh2B3NAI0R5yBrV31HSc6PhlrHla4vBXyH-vqAQf2qAqfPhYGJIXTMET--F7GhBFylFJ6ytRz9DykOzVozcpj5vvufRqo2T2NaYagOppLMMCo.tPJMhIomx4OfdZceWaSab05XIHRg9s_-Ax8tk_aRbjU&dib_tag=se&keywords=laptop&qid=1719413065&sprefix=laptop%2Caps%2C243&sr=8-298
318,"BlueRigger 8K HDMI 2.1 Cable (15FT, 8K 60Hz HDR, 4K 120Hz, High Speed 48Gbps with Ethernet, eARC, 3D, HDCP 2.3) - Compatible with PS5, Xbox, Roku, Apple TV, Switch, PC  ",939,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMTM4MDUxOTI2OTIwMTc3OjE3MTk0MTMwNjY6c3BfbXRmOjMwMDAzMDk1MTg2MDgzMjo6MDo6&url=%2FBlueRigger-Speed-Cable-Ethernet-wall%2Fdp%2FB005KWHJES%2Fref%3Dsr_1_299_sspa%3Fcrid%3DZMI68NQ42PUE%26dib%3DeyJ2IjoiMSJ9.cT0FAdlpiA9Jamh0tHMlhUpXjBif_q0AT75-_crusu7pWEFeQIzmnvvkotPGA-zQs6VxCvlRsrdp8thsfJYMYqHtcI16tQIJuX1EqCBxlowY-dTP5-AF7lpqLF0bn8Xh2B3NAI0R5yBrV31HSc6PhlrHla4vBXyH-vqAQf2qAqfPhYGJIXTMET--F7GhBFylFJ6ytRz9DykOzVozcpj5vvufRqo2T2NaYagOppLMMCo.tPJMhIomx4OfdZceWaSab05XIHRg9s_-Ax8tk_aRbjU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719413065%26sprefix%3Dlaptop%252Caps%252C243%26sr%3D8-299-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
319,"AXL VayuBook Laptop 14.1 Inch FHD IPS Display (4GB Ram,128GB SSD) 1920 * 1080 Resolution | HD Gemini Lake N4020 | Windows 11 Home | UHD Graphics 600 | Space Grey  ","12,990",https://www.amazon.in//AXL-Launched-Display-Windows-Graphics/dp/B0BR57T851/ref=sr_1_29?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.2QutzSF9rvEFbQ4-OslevlGOGYLJgKL_WUDB0T1fW2o8vpNc-e2k94Om1-5SlyQ_fIUDRV1oUWGpXz9w5CC8jfDtNvNXhWu8fiYFCTZNRO1vAc-QV6H6UMkx6PB_bVc2hvw5O5kWzV7EmYN1F77mDB6DeCg7ixqsmAjqYDJH-8raAwkeIM4-Pg1EtOBYtjGTGdmaPhpi9EcIrFSqQoH8WNrX-KiH6HGJTfWMY1BwnTQ.9lXmw_DAcFGgbc-4StZ9FO3cCNSdJsN0qjiZ-ZTRSis&dib_tag=se&keywords=laptop&qid=1719413017&sprefix=laptop%2Caps%2C243&sr=8-29
320,"HyperX QuadCast - USB Condenser Gaming Unidirectional Microphone, for PC, PS4 and Mac, Red LED - Black (HX-MICQC-BK)  ","10,899",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMTM4MDUxOTI2OTIwMTc3OjE3MTk0MTMwNjY6c3BfbXRmOjMwMDE3MzY2Njg5NzIzMjo6MDo6&url=%2FHyperX-QuadCast-Condenser-Microphone-Anti-Vibration%2Fdp%2FB07NZZZ746%2Fref%3Dsr_1_300_sspa%3Fcrid%3DZMI68NQ42PUE%26dib%3DeyJ2IjoiMSJ9.cT0FAdlpiA9Jamh0tHMlhUpXjBif_q0AT75-_crusu7pWEFeQIzmnvvkotPGA-zQs6VxCvlRsrdp8thsfJYMYqHtcI16tQIJuX1EqCBxlowY-dTP5-AF7lpqLF0bn8Xh2B3NAI0R5yBrV31HSc6PhlrHla4vBXyH-vqAQf2qAqfPhYGJIXTMET--F7GhBFylFJ6ytRz9DykOzVozcpj5vvufRqo2T2NaYagOppLMMCo.tPJMhIomx4OfdZceWaSab05XIHRg9s_-Ax8tk_aRbjU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719413065%26sprefix%3Dlaptop%252Caps%252C243%26sr%3D8-300-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
321,"Lenovo LOQ 2024 Intel Core i5-13450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 4050 6GB Graphics/100% sRGB/Office 21/3 Mon Game Pass/Grey/2.4Kg), 83DV007GIN  ","83,990",https://www.amazon.in//Lenovo-i5-13450HX-300Nits-Graphics-83DV007GIN/dp/B0D49W5KZP/ref=sr_1_301?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.cT0FAdlpiA9Jamh0tHMlhUpXjBif_q0AT75-_crusu7pWEFeQIzmnvvkotPGA-zQs6VxCvlRsrdp8thsfJYMYqHtcI16tQIJuX1EqCBxlowY-dTP5-AF7lpqLF0bn8Xh2B3NAI0R5yBrV31HSc6PhlrHla4vBXyH-vqAQf2qAqfPhYGJIXTMET--F7GhBFylFJ6ytRz9DykOzVozcpj5vvufRqo2T2NaYagOppLMMCo.tPJMhIomx4OfdZceWaSab05XIHRg9s_-Ax8tk_aRbjU&dib_tag=se&keywords=laptop&qid=1719413065&sprefix=laptop%2Caps%2C243&sr=8-301
322,"HP Laptop 15s, AMD Ryzen 5 5500U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon graphics, Thin & light, Dual speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2144AU  ","38,190",https://www.amazon.in//HP-15-6-inch-graphics-speakers-eq2144AU/dp/B09RZRF1PJ/ref=sr_1_302?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.cT0FAdlpiA9Jamh0tHMlhUpXjBif_q0AT75-_crusu7pWEFeQIzmnvvkotPGA-zQs6VxCvlRsrdp8thsfJYMYqHtcI16tQIJuX1EqCBxlowY-dTP5-AF7lpqLF0bn8Xh2B3NAI0R5yBrV31HSc6PhlrHla4vBXyH-vqAQf2qAqfPhYGJIXTMET--F7GhBFylFJ6ytRz9DykOzVozcpj5vvufRqo2T2NaYagOppLMMCo.tPJMhIomx4OfdZceWaSab05XIHRg9s_-Ax8tk_aRbjU&dib_tag=se&keywords=laptop&qid=1719413065&sprefix=laptop%2Caps%2C243&sr=8-302
323,"Lenovo [Smartchoice] LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS003UIN  ","67,990",https://www.amazon.in//Lenovo-Smartchoice-i5-12450HX-Graphics-83GS003UIN/dp/B0CX8XPKWJ/ref=sr_1_303?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.cT0FAdlpiA9Jamh0tHMlhUpXjBif_q0AT75-_crusu7pWEFeQIzmnvvkotPGA-zQs6VxCvlRsrdp8thsfJYMYqHtcI16tQIJuX1EqCBxlowY-dTP5-AF7lpqLF0bn8Xh2B3NAI0R5yBrV31HSc6PhlrHla4vBXyH-vqAQf2qAqfPhYGJIXTMET--F7GhBFylFJ6ytRz9DykOzVozcpj5vvufRqo2T2NaYagOppLMMCo.tPJMhIomx4OfdZceWaSab05XIHRg9s_-Ax8tk_aRbjU&dib_tag=se&keywords=laptop&qid=1719413065&sprefix=laptop%2Caps%2C243&sr=8-303
324,"ASUS Vivobook 15X (2023), Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Backlit KB/Silver/1.6 kg), K3504VAB-NJ322WS  ","39,990",https://www.amazon.in//ASUS-Vivobook-i3-1315U-Windows-K3504VAB-NJ322WS/dp/B0BRY1GJC2/ref=sr_1_304?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.cT0FAdlpiA9Jamh0tHMlhUpXjBif_q0AT75-_crusu7pWEFeQIzmnvvkotPGA-zQs6VxCvlRsrdp8thsfJYMYqHtcI16tQIJuX1EqCBxlowY-dTP5-AF7lpqLF0bn8Xh2B3NAI0R5yBrV31HSc6PhlrHla4vBXyH-vqAQf2qAqfPhYGJIXTMET--F7GhBFylFJ6ytRz9DykOzVozcpj5vvufRqo2T2NaYagOppLMMCo.tPJMhIomx4OfdZceWaSab05XIHRg9s_-Ax8tk_aRbjU&dib_tag=se&keywords=laptop&qid=1719413065&sprefix=laptop%2Caps%2C243&sr=8-304
325,"ASUS Vivobook 16 (2023), Intel Core i5-1335U 13th Gen, 16"" (40.64 cms) FHD+, Thin and Light Laptop (16GB/512GB SSD/Intel Iris Xáµ‰/Win 11/Office 2021/Backlit KB/Silver/1.88 kg), X1605VAB-MB544WS  ","54,990",https://www.amazon.in//ASUS-Vivobook-i5-1335U-Backlit-X1605VAB-MB544WS/dp/B0BVMPG2NY/ref=sr_1_305?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.cT0FAdlpiA9Jamh0tHMlhUpXjBif_q0AT75-_crusu7pWEFeQIzmnvvkotPGA-zQs6VxCvlRsrdp8thsfJYMYqHtcI16tQIJuX1EqCBxlowY-dTP5-AF7lpqLF0bn8Xh2B3NAI0R5yBrV31HSc6PhlrHla4vBXyH-vqAQf2qAqfPhYGJIXTMET--F7GhBFylFJ6ytRz9DykOzVozcpj5vvufRqo2T2NaYagOppLMMCo.tPJMhIomx4OfdZceWaSab05XIHRg9s_-Ax8tk_aRbjU&dib_tag=se&keywords=laptop&qid=1719413065&sprefix=laptop%2Caps%2C243&sr=8-305
326,"ASUS VivoBook K15 OLED (2021), 15.6"" (39.62 cms) FHD OLED, Intel Core i3-1115G4 11th Gen, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Office 2021/Windows 11/Silver/1.8 Kg) K513EA-L313WS  ","45,990",https://www.amazon.in//ASUS-VivoBook-i3-1115G4-Integrated-K513EA-L313WS/dp/B09LJ4GLQY/ref=sr_1_307?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.cT0FAdlpiA9Jamh0tHMlhUpXjBif_q0AT75-_crusu7pWEFeQIzmnvvkotPGA-zQs6VxCvlRsrdp8thsfJYMYqHtcI16tQIJuX1EqCBxlowY-dTP5-AF7lpqLF0bn8Xh2B3NAI0R5yBrV31HSc6PhlrHla4vBXyH-vqAQf2qAqfPhYGJIXTMET--F7GhBFylFJ6ytRz9DykOzVozcpj5vvufRqo2T2NaYagOppLMMCo.tPJMhIomx4OfdZceWaSab05XIHRg9s_-Ax8tk_aRbjU&dib_tag=se&keywords=laptop&qid=1719413065&sprefix=laptop%2Caps%2C243&sr=8-307
327,"HP Victus Gaming Laptop, 13th Gen Intel Core i5-13420H, 4GB RTX 2050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144 Hz, 16GB DDR4, 1TB SSD, HD camera, Backlit KB, B&O, 9ms, (Win 11, Blue, 2.29 kg), fa1128TX  ","63,490",https://www.amazon.in//HP-i5-13420H-15-6-inch-Backlit-fa1128TX/dp/B0CW1CYB7T/ref=sr_1_308?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.cT0FAdlpiA9Jamh0tHMlhUpXjBif_q0AT75-_crusu7pWEFeQIzmnvvkotPGA-zQs6VxCvlRsrdp8thsfJYMYqHtcI16tQIJuX1EqCBxlowY-dTP5-AF7lpqLF0bn8Xh2B3NAI0R5yBrV31HSc6PhlrHla4vBXyH-vqAQf2qAqfPhYGJIXTMET--F7GhBFylFJ6ytRz9DykOzVozcpj5vvufRqo2T2NaYagOppLMMCo.tPJMhIomx4OfdZceWaSab05XIHRg9s_-Ax8tk_aRbjU&dib_tag=se&keywords=laptop&qid=1719413065&sprefix=laptop%2Caps%2C243&sr=8-308
328,"HAMMONDS FLYCATCHER Laptop Bag for Men - Genuine Leather Office Shoulder Bag - Fits 14/15.6/16 Inch Laptop - Redwood Brown -Crossbody Leather Hand Bag for Men -Executive Messenger Bag, Water Resistant  ","3,569",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMTM4MDUxOTI2OTIwMTc3OjE3MTk0MTMwNjY6c3BfYnRmOjIwMTExMjA0NDkxNDk4OjowOjo&url=%2FHAMMONDS-FLYCATCHER-Laptop-Bag-Men%2Fdp%2FB07RC2D7WY%2Fref%3Dsr_1_309_sspa%3Fcrid%3DZMI68NQ42PUE%26dib%3DeyJ2IjoiMSJ9.cT0FAdlpiA9Jamh0tHMlhUpXjBif_q0AT75-_crusu7pWEFeQIzmnvvkotPGA-zQs6VxCvlRsrdp8thsfJYMYqHtcI16tQIJuX1EqCBxlowY-dTP5-AF7lpqLF0bn8Xh2B3NAI0R5yBrV31HSc6PhlrHla4vBXyH-vqAQf2qAqfPhYGJIXTMET--F7GhBFylFJ6ytRz9DykOzVozcpj5vvufRqo2T2NaYagOppLMMCo.tPJMhIomx4OfdZceWaSab05XIHRg9s_-Ax8tk_aRbjU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719413065%26sprefix%3Dlaptop%252Caps%252C243%26sr%3D8-309-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
329,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon graphics, Thin & light, Dual speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU  ","31,990",https://www.amazon.in//HP-15-6inch-Micro-Edge-Anti-Glare-15s-Eq2143au/dp/B09R1MMMTH/ref=sr_1_5?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.pfQKLxx5fRSjcoGExZQg5KcEyJJLo0qSsfMuwpmqNqz7WiZMW_eo1NReISXz_Dt-1xCxVtN5bToSjjttDid7OgRvAMxBaAngU-u170imolbkQpED63XBr3xU4qwIvxSOqQ-ZHHNK5Mc8d76Sz8B629Wpf1G2VOpRS9RyXWSLrn7O7e6EIgeLMvVhtvBX2HKQXfK3OdMqswXwrV0_uHXC7GtjvZrcZ1if7tTNwp_cHpU.vwDNyLzimiTEHEtifBzN18_OeF4cpuO5-MkifTWf7TM&dib_tag=se&keywords=laptop&qid=1719413014&sprefix=laptop%2Caps%2C243&sr=8-5
330,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, 720p HD camera, Backlit KB, Thin & Light (Win 11, Silver, 1.69 kg), fy5009TU  ","51,990",https://www.amazon.in//HP-i5-1235U-15-6-inch-graphics-fy5009TU/dp/B0D4M66F6R/ref=sr_1_30?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.2QutzSF9rvEFbQ4-OslevlGOGYLJgKL_WUDB0T1fW2o8vpNc-e2k94Om1-5SlyQ_fIUDRV1oUWGpXz9w5CC8jfDtNvNXhWu8fiYFCTZNRO1vAc-QV6H6UMkx6PB_bVc2hvw5O5kWzV7EmYN1F77mDB6DeCg7ixqsmAjqYDJH-8raAwkeIM4-Pg1EtOBYtjGTGdmaPhpi9EcIrFSqQoH8WNrX-KiH6HGJTfWMY1BwnTQ.9lXmw_DAcFGgbc-4StZ9FO3cCNSdJsN0qjiZ-ZTRSis&dib_tag=se&keywords=laptop&qid=1719413017&sprefix=laptop%2Caps%2C243&sr=8-30
331,HAMMONDS FLYCATCHER Laptop Bag for Men - Genuine Leather Office Bag - Brown - Fits 14/15.6/16 Inch Laptop - Messenger Shoulder Bag - Water Resistant - Leather Hand Bag for Travel with 1 Year Warranty  ,"3,449",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMTM4MDUxOTI2OTIwMTc3OjE3MTk0MTMwNjY6c3BfYnRmOjMwMDEzNTYzMDU4MTQzMjo6MDo6&url=%2FHAMMONDS-FLYCATCHER-Laptop-Bag-Men%2Fdp%2FB083LZZFYQ%2Fref%3Dsr_1_310_sspa%3Fcrid%3DZMI68NQ42PUE%26dib%3DeyJ2IjoiMSJ9.cT0FAdlpiA9Jamh0tHMlhUpXjBif_q0AT75-_crusu7pWEFeQIzmnvvkotPGA-zQs6VxCvlRsrdp8thsfJYMYqHtcI16tQIJuX1EqCBxlowY-dTP5-AF7lpqLF0bn8Xh2B3NAI0R5yBrV31HSc6PhlrHla4vBXyH-vqAQf2qAqfPhYGJIXTMET--F7GhBFylFJ6ytRz9DykOzVozcpj5vvufRqo2T2NaYagOppLMMCo.tPJMhIomx4OfdZceWaSab05XIHRg9s_-Ax8tk_aRbjU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719413065%26sprefix%3Dlaptop%252Caps%252C243%26sr%3D8-310-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
332,"Walker Notebook/Laptop PC Model No - NU14A1, 14.1 inches,Gemini Celeron N 4020, 4 GB RAM, 128 GB SSD, Windows 11 Home SL- Colour Silver  ","12,990",https://www.amazon.in//Walker-Notebook-Laptop-PC-Model/dp/B0CGVLLWT3/ref=sr_1_31?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.2QutzSF9rvEFbQ4-OslevlGOGYLJgKL_WUDB0T1fW2o8vpNc-e2k94Om1-5SlyQ_fIUDRV1oUWGpXz9w5CC8jfDtNvNXhWu8fiYFCTZNRO1vAc-QV6H6UMkx6PB_bVc2hvw5O5kWzV7EmYN1F77mDB6DeCg7ixqsmAjqYDJH-8raAwkeIM4-Pg1EtOBYtjGTGdmaPhpi9EcIrFSqQoH8WNrX-KiH6HGJTfWMY1BwnTQ.9lXmw_DAcFGgbc-4StZ9FO3cCNSdJsN0qjiZ-ZTRSis&dib_tag=se&keywords=laptop&qid=1719413017&sprefix=laptop%2Caps%2C243&sr=8-31
333,"Dell [Smartchoice 15 Thin & Light Laptop, 12th Gen Intel Core i3-1215U Processor/8GB/512GB SSD/Intel UHD Graphics/15.6""(39.62cm) FHD/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant KB/Grey/1.48kg  ","35,990",https://www.amazon.in//Dell-i3-1215U-Graphic-Spill-Resistant-Keyboard/dp/B0BQJ68HHC/ref=sr_1_32?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.2QutzSF9rvEFbQ4-OslevlGOGYLJgKL_WUDB0T1fW2o8vpNc-e2k94Om1-5SlyQ_fIUDRV1oUWGpXz9w5CC8jfDtNvNXhWu8fiYFCTZNRO1vAc-QV6H6UMkx6PB_bVc2hvw5O5kWzV7EmYN1F77mDB6DeCg7ixqsmAjqYDJH-8raAwkeIM4-Pg1EtOBYtjGTGdmaPhpi9EcIrFSqQoH8WNrX-KiH6HGJTfWMY1BwnTQ.9lXmw_DAcFGgbc-4StZ9FO3cCNSdJsN0qjiZ-ZTRSis&dib_tag=se&keywords=laptop&qid=1719413017&sprefix=laptop%2Caps%2C243&sr=8-32
334,"ZEBRONICS PRO Series Y NBC 2S, Intel Core 11th Gen i5 Processor 16GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6 CM), IPS Display, Ultra Slim, 38.5Wh Large Battery, Windows 11, Silver, 1.76 Kg  ","28,490",https://www.amazon.in//ZEBRONICS-Processor-15-6-Inch-Display-Battery/dp/B0CM3N8LVG/ref=sr_1_33?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.2QutzSF9rvEFbQ4-OslevlGOGYLJgKL_WUDB0T1fW2o8vpNc-e2k94Om1-5SlyQ_fIUDRV1oUWGpXz9w5CC8jfDtNvNXhWu8fiYFCTZNRO1vAc-QV6H6UMkx6PB_bVc2hvw5O5kWzV7EmYN1F77mDB6DeCg7ixqsmAjqYDJH-8raAwkeIM4-Pg1EtOBYtjGTGdmaPhpi9EcIrFSqQoH8WNrX-KiH6HGJTfWMY1BwnTQ.9lXmw_DAcFGgbc-4StZ9FO3cCNSdJsN0qjiZ-ZTRSis&dib_tag=se&keywords=laptop&qid=1719413017&sprefix=laptop%2Caps%2C243&sr=8-33
335,"Dell 15 Thin & Light Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD Display, Win 11 + MSO'21, 15 Month McAfee Antivirus, Black, Spill-Resistant Keyboard,1.66kg  ","46,990",https://www.amazon.in//Dell-i5-1235U-Processor-Antivirus-Spill-Resistant/dp/B0CSG4G18G/ref=sr_1_34?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.2QutzSF9rvEFbQ4-OslevlGOGYLJgKL_WUDB0T1fW2o8vpNc-e2k94Om1-5SlyQ_fIUDRV1oUWGpXz9w5CC8jfDtNvNXhWu8fiYFCTZNRO1vAc-QV6H6UMkx6PB_bVc2hvw5O5kWzV7EmYN1F77mDB6DeCg7ixqsmAjqYDJH-8raAwkeIM4-Pg1EtOBYtjGTGdmaPhpi9EcIrFSqQoH8WNrX-KiH6HGJTfWMY1BwnTQ.9lXmw_DAcFGgbc-4StZ9FO3cCNSdJsN0qjiZ-ZTRSis&dib_tag=se&keywords=laptop&qid=1719413017&sprefix=laptop%2Caps%2C243&sr=8-34
336,"HP Laptop 15s, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon graphics, Backlit KB, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), ey2001AU  ","47,590",https://www.amazon.in//HP-15-6-inch-Graphics-Speakers-ey2001AU/dp/B0C9DDN2JB/ref=sr_1_35?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.2QutzSF9rvEFbQ4-OslevlGOGYLJgKL_WUDB0T1fW2o8vpNc-e2k94Om1-5SlyQ_fIUDRV1oUWGpXz9w5CC8jfDtNvNXhWu8fiYFCTZNRO1vAc-QV6H6UMkx6PB_bVc2hvw5O5kWzV7EmYN1F77mDB6DeCg7ixqsmAjqYDJH-8raAwkeIM4-Pg1EtOBYtjGTGdmaPhpi9EcIrFSqQoH8WNrX-KiH6HGJTfWMY1BwnTQ.9lXmw_DAcFGgbc-4StZ9FO3cCNSdJsN0qjiZ-ZTRSis&dib_tag=se&keywords=laptop&qid=1719413017&sprefix=laptop%2Caps%2C243&sr=8-35
337,"Lenovo ThinkBook 15 G5 AMD Ryzen 3 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Fingerprint Reader/Mineral Grey/1 Year Onsite/1.7 kg), 21JF002JIN  ","31,490",https://www.amazon.in//Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_36?crid=ZMI68NQ42PUE&dib=eyJ2IjoiMSJ9.2QutzSF9rvEFbQ4-OslevlGOGYLJgKL_WUDB0T1fW2o8vpNc-e2k94Om1-5SlyQ_fIUDRV1oUWGpXz9w5CC8jfDtNvNXhWu8fiYFCTZNRO1vAc-QV6H6UMkx6PB_bVc2hvw5O5kWzV7EmYN1F77mDB6DeCg7ixqsmAjqYDJH-8raAwkeIM4-Pg1EtOBYtjGTGdmaPhpi9EcIrFSqQoH8WNrX-KiH6HGJTfWMY1BwnTQ.9lXmw_DAcFGgbc-4StZ9FO3cCNSdJsN0qjiZ-ZTRSis&dib_tag=se&keywords=laptop&qid=1719413017&sprefix=laptop%2Caps%2C243&sr=8-36
338,"ZEBRONICS PRO Series Y NBC 2S, Intel Core 11th Gen i5 Processor 16GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6 CM), IPS Display, Ultra Slim, 38.5Wh Large Battery, Windows 11, Silver, 1.76 Kg  ","28,490",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMjcyMzgwMTI2NDg1MTc3OjE3MTk0MTMwMTc6c3BfYnRmOjMwMDE2NzAyOTk0NjQzMjo6MDo6&url=%2FZEBRONICS-Processor-15-6-Inch-Display-Battery%2Fdp%2FB0CM3N8LVG%2Fref%3Dsr_1_37_sspa%3Fcrid%3DZMI68NQ42PUE%26dib%3DeyJ2IjoiMSJ9.2QutzSF9rvEFbQ4-OslevlGOGYLJgKL_WUDB0T1fW2o8vpNc-e2k94Om1-5SlyQ_fIUDRV1oUWGpXz9w5CC8jfDtNvNXhWu8fiYFCTZNRO1vAc-QV6H6UMkx6PB_bVc2hvw5O5kWzV7EmYN1F77mDB6DeCg7ixqsmAjqYDJH-8raAwkeIM4-Pg1EtOBYtjGTGdmaPhpi9EcIrFSqQoH8WNrX-KiH6HGJTfWMY1BwnTQ.9lXmw_DAcFGgbc-4StZ9FO3cCNSdJsN0qjiZ-ZTRSis%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719413017%26sprefix%3Dlaptop%252Caps%252C243%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
